ID,Event
116240630063930,Dragon
116240630064025,Tiger
116240630064119,Dragon
116240630064218,Dragon
116240630064324,Dragon
116240630064449,Dragon
116240630064550,Tiger
116240630064652,Dragon
116240630064753,Dragon
116240630064856,Tiger
116240630064957,Dragon
116240630065058,Dragon
116240630065201,Tiger
116240630065301,Tiger
116240630065406,Dragon
116240630065505,Tiger
116240630065611,Tiger
116240630065712,Tiger
116240630065813,Dragon
116240630065918,Dragon
116240630070016,Tiger
116240630070116,Dragon
116240630070215,Tiger
116240630070315,Tiger
116240630070417,Tiger
116240630070518,Tiger
116240630070617,Dragon
116240630070717,Dragon
116240630070818,Tiger
116240630070919,Tiger
116240630071022,Dragon
116240630071123,Dragon
116240630071223,Tiger
116240630071332,Tiger
116240630071435,Tiger
116240630071539,Dragon
116240630071640,Tiger
116240630071740,Dragon
116240630071840,Dragon
116240630071952,Dragon
116240630072236,Dragon
116240630072338,Dragon
116240630072440,Tiger
116240630072538,Dragon
116240630072637,Dragon
116240630072736,Tiger
116240630072832,Dragon
116240630072915,Dragon
116240630073011,Tiger
116240630073054,Tiger
116240630073136,Dragon
116240630073222,Dragon
116240630073308,Dragon
116240630073357,Dragon
116240630073448,Tiger
116240630073532,Dragon
116240630073617,Tiger
116240630073704,Dragon
116240630073745,Tiger
116240630073831,Dragon
116240630073916,Tiger
116240630073958,Dragon
116240630074044,Dragon
116240630074124,Dragon
116240630074210,Dragon
116240630074302,Tiger
116240630074349,Dragon
116240630074432,Tiger
116240630074512,Tiger
116240630074601,Tiger
116240630074714,Tie
116240630074803,Tiger
116240630074846,Dragon
116240630074930,Dragon
116240630075014,Dragon
116240630075056,Tiger
116240630075141,Dragon
116240630075228,Tiger
116240630075314,Dragon
116240630075404,Dragon
116240630075449,Tiger
116240630075536,Dragon
116240630075621,Tiger
116240630075710,Tiger
116240630075755,Dragon
116240630075855,Dragon
116240630075950,Dragon
116240630080054,Dragon
116240630080204,Dragon
116240630080300,Dragon
116240630080353,Tie
116240630080445,Dragon
116240630080543,Tiger
116240630080638,Tiger
116240630080737,Dragon
116240630080832,Dragon
116240630080927,Dragon
116240630081021,Dragon
116240630081116,Dragon
116240630081218,Tiger
116240630081410,Dragon
116240630081503,Tiger
116240630081555,Tiger
116240630081644,Dragon
116240630081739,Tiger
116240630081833,Tiger
116240630081940,Tiger
116240630082032,Dragon
116240630082125,Tiger
116240630082216,Tiger
116240630082309,Tiger
116240630082401,Dragon
116240630082457,Dragon
116240630082558,Dragon
116240630082655,Dragon
116240630082754,Dragon
116240630082850,Dragon
116240630082944,Dragon
116240630083042,Dragon
116240630083137,Dragon
116240630083234,Tiger
116240630083328,Dragon
116240630083425,Dragon
116240630083523,Tiger
116240630083621,Tiger
116240630083715,Dragon
116240630083813,Tiger
116240630083911,Tiger
116240630084007,Dragon
116240630084104,Dragon
116240630084158,Dragon
116240630084256,Tiger
116240630084355,Dragon
116240630084543,Tiger
116240630084638,Dragon
116240630084736,Tiger
116240630084833,Tiger
116240630084932,Dragon
116240630085029,Tiger
116240630085124,Tiger
116240630085219,Dragon
116240630085317,Dragon
116240630085429,Dragon
116240630085528,Dragon
116240630085625,Dragon
116240630085724,Dragon
116240630085823,Tiger
116240630085918,Dragon
116240630090018,Dragon
116240630090111,Tiger
116240630090208,Tiger
116240630090305,Tie
116240630090403,Dragon
116240630090502,Dragon
116240630090600,Tiger
116240630090658,Tiger
116240630090758,Dragon
116240630090852,Tiger
116240630090951,Dragon
116240630091050,Tiger
116240630091146,Tiger
116240630091243,Dragon
116240630091339,Dragon
116240630091434,Tiger
116240630091540,Tiger
116240630091700,Tiger
116240630091756,Dragon
116240630091851,Tiger
116240630091945,Dragon
116240630092042,Dragon
116240630092139,Tiger
116240630092234,Tiger
116240630092331,Tiger
116240630092428,Tiger
116240630092523,Dragon
116240630092621,Dragon
116240630092721,Tiger
116240630092811,Dragon
116240630092915,Tiger
116240630093014,Dragon
116240630093119,Tiger
116240630093218,Tiger
116240630093322,Dragon
116240630093423,Dragon
116240630093522,Dragon
116240630093624,Tiger
116240630093725,Tiger
116240630093830,Dragon
116240630093933,Dragon
116240630094033,Dragon
116240630094134,Dragon
116240630094234,Dragon
116240630094332,Dragon
116240630094435,Dragon
116240630094535,Dragon
116240630094633,Dragon
116240630094731,Dragon
116240630094828,Tiger
116240630094932,Tiger
116240630095121,Dragon
116240630095220,Tiger
116240630095320,Tiger
116240630095420,Tiger
116240630095516,Tiger
116240630095617,Dragon
116240630095713,Tiger
116240630095811,Dragon
116240630095914,Dragon
116240630095957,Tiger
116240630100039,Dragon
116240630100126,Dragon
116240630100214,Tiger
116240630100306,Tiger
116240630100355,Tiger
116240630100444,Tiger
116240630100529,Dragon
116240630100616,Dragon
116240630100703,Tiger
116240630100751,Dragon
116240630100837,Dragon
116240630100923,Tiger
116240630101011,Dragon
116240630101055,Tiger
116240630101138,Dragon
116240630101227,Tiger
116240630101318,Dragon
116240630101406,Dragon
116240630101452,Dragon
116240630101540,Dragon
116240630101718,Tiger
116240630101804,Dragon
116240630101853,Tiger
116240630101938,Tiger
116240630102023,Tiger
116240630102108,Tiger
116240630102158,Dragon
116240630102247,Tiger
116240630102331,Dragon
116240630102415,Tiger
116240630102502,Dragon
116240630102547,Dragon
116240630102649,Tiger
116240630102746,Tiger
116240630102843,Dragon
116240630102944,Dragon
116240630103044,Tie
116240630103149,Tiger
116240630103253,Tiger
116240630103351,Dragon
116240630103447,Dragon
116240630103549,Dragon
116240630103648,Dragon
116240630103747,Dragon
116240630103848,Tiger
116240630103943,Tiger
116240630104044,Tiger
116240630104145,Dragon
116240630104255,Tiger
116240630104510,Dragon
116240630104612,Tiger
116240630104709,Tiger
116240630104808,Dragon
116240630104910,Tiger
116240630105012,Tiger
116240630105111,Dragon
116240630105216,Tiger
116240630105316,Dragon
116240630105420,Dragon
116240630105524,Dragon
116240630105621,Dragon
116240630105718,Tiger
116240630105815,Tiger
116240630105924,Dragon
116240630110021,Tiger
116240630110118,Tiger
116240630110217,Tiger
116240630110317,Dragon
116240630110421,Tiger
116240630110520,Dragon
116240630110617,Tiger
116240630110714,Dragon
116240630110815,Dragon
116240630110913,Tiger
116240630111017,Dragon
116240630111117,Dragon
116240630111240,Dragon
116240630111405,Tiger
116240630111507,Dragon
116240630111608,Dragon
116240630111712,Tiger
116240630111815,Dragon
116240630111916,Tiger
116240630112018,Tiger
116240630112116,Dragon
116240630112216,Dragon
116240630112320,Tiger
116240630112429,Dragon
116240630112534,Tiger
116240630112618,Tiger
116240630112658,Dragon
116240630112738,Tiger
116240630112818,Dragon
116240630112857,Tiger
116240630112935,Tiger
116240630113013,Dragon
116240630113050,Dragon
116240630113129,Dragon
116240630113212,Dragon
116240630113252,Tiger
116240630113330,Dragon
116240630113408,Tiger
116240630113446,Dragon
116240630113526,Tiger
116240630113602,Tiger
116240630113639,Tiger
116240630113716,Tiger
116240630113752,Dragon
116240630113826,Dragon
116240630113901,Dragon
116240630113937,Tiger
116240630114015,Dragon
116240630114052,Tiger
116240630114132,Dragon
116240630114245,Tiger
116240630114323,Tiger
116240630114401,Tiger
116240630114439,Dragon
116240630114516,Dragon
116240630114554,Tiger
116240630114631,Tiger
116240630114707,Dragon
116240630114743,Dragon
116240630114821,Tiger
116240630114856,Tiger
116240630114935,Dragon
116240630115014,Tiger
116240630115051,Tiger
116240630115131,Tie
116240630115211,Tiger
116240630115249,Tiger
116240630115325,Dragon
116240630115404,Dragon
116240630115438,Dragon
116240630115541,Dragon
116240630115629,Tiger
116240630115718,Dragon
116240630115807,Tiger
116240630115900,Dragon
116240630115948,Tiger
116240630120036,Dragon
116240630120121,Tiger
116240630120204,Dragon
116240630120242,Dragon
116240630120321,Tiger
116240630120359,Tiger
116240630120440,Tiger
116240630120523,Tiger
116240630120605,Dragon
116240630120652,Tiger
116240630120756,Tiger
116240630120836,Dragon
116240630120916,Tiger
116240630120957,Dragon
116240630121038,Dragon
116240630121119,Tiger
116240630121159,Dragon
116240630121238,Dragon
116240630121321,Tiger
116240630121405,Dragon
116240630121457,Tiger
116240630121544,Dragon
116240630121627,Dragon
116240630121708,Dragon
116240630121746,Tiger
116240630121829,Tiger
116240630121914,Tiger
116240630121955,Dragon
116240630122038,Dragon
116240630122117,Dragon
116240630122159,Tiger
116240630122247,Dragon
116240630122332,Tiger
116240630122502,Dragon
116240630122555,Tiger
116240630122648,Tiger
116240630122739,Tiger
116240630122830,Tiger
116240630122920,Tiger
116240630123008,Tiger
116240630123104,Dragon
116240630123159,Tiger
116240630123258,Dragon
116240630123353,Dragon
116240630123449,Dragon
116240630123543,Tiger
116240630123637,Dragon
116240630123726,Tiger
116240630123815,Dragon
116240630123906,Dragon
116240630123956,Dragon
116240630124046,Dragon
116240630124137,Tiger
116240630124227,Dragon
116240630124315,Tiger
116240630124403,Dragon
116240630124455,Tiger
116240630124616,Dragon
116240630124705,Dragon
116240630124755,Tiger
116240630124846,Dragon
116240630124938,Dragon
116240630125027,Dragon
116240630125121,Dragon
116240630125211,Dragon
116240630125303,Tiger
116240630125356,Tiger
116240630125442,Dragon
116240630125528,Tiger
116240630125620,Tiger
116240630125701,Dragon
116240630125747,Tiger
116240630125828,Tiger
116240630125912,Dragon
116240630130001,Tiger
116240630130042,Tiger
116240630130121,Tiger
116240630130203,Tiger
116240630130245,Dragon
116240630130326,Tiger
116240630130452,Dragon
116240630130533,Dragon
116240630130615,Tiger
116240630130657,Dragon
116240630130738,Tiger
116240630130820,Dragon
116240630130907,Tiger
116240630130950,Dragon
116240630131030,Tiger
116240630131111,Dragon
116240630131151,Dragon
116240630131232,Dragon
116240630131315,Dragon
116240630131355,Tiger
116240630131435,Tiger
116240630131514,Tiger
116240630131555,Dragon
116240630131635,Tiger
116240630131714,Dragon
116240630131754,Dragon
116240630131833,Tiger
116240630131920,Dragon
116240630132048,Tiger
116240630132130,Dragon
116240630132212,Dragon
116240630132252,Tiger
116240630132333,Tiger
116240630132412,Dragon
116240630132452,Dragon
116240630132532,Tiger
116240630132649,Tiger
116240630132741,Tiger
116240630132829,Tiger
116240630132918,Tiger
116240630133010,Tiger
116240630133100,Dragon
116240630133155,Tiger
116240630133248,Tiger
116240630133344,Dragon
116240630133437,Tiger
116240630133527,Tie
116240630133635,Tiger
116240630133727,Dragon
116240630133825,Dragon
116240630133921,Dragon
116240630134019,Dragon
116240630134128,Tiger
116240630134324,Tiger
116240630134413,Tiger
116240630134506,Dragon
116240630134600,Tiger
116240630134652,Tiger
116240630134744,Tiger
116240630134839,Tiger
116240630134930,Tiger
116240630135030,Dragon
116240630135124,Tiger
116240630135216,Tiger
116240630135303,Dragon
116240630135359,Dragon
116240630135453,Dragon
116240630135611,Dragon
116240630135657,Dragon
116240630135745,Dragon
116240630135829,Tiger
116240630135913,Dragon
116240630140000,Dragon
116240630140042,Tiger
116240630140123,Tiger
116240630140205,Dragon
116240630140248,Dragon
116240630140338,Tiger
116240630140510,Tiger
116240630140556,Dragon
116240630140640,Tiger
116240630140723,Dragon
116240630140806,Tiger
116240630140847,Tiger
116240630140932,Tiger
116240630141016,Tiger
116240630141059,Dragon
116240630141143,Dragon
116240630141226,Tiger
116240630141308,Dragon
116240630141352,Tiger
116240630141439,Tiger
116240630141522,Tiger
116240630141606,Tie
116240630141651,Dragon
116240630141735,Dragon
116240630141825,Tiger
116240630141912,Tiger
116240630141959,Dragon
116240630142048,Tiger
116240630142128,Dragon
116240630142213,Tiger
116240630142302,Dragon
116240630142343,Dragon
116240630142430,Tiger
116240630142528,Tiger
116240630142629,Dragon
116240630142708,Tiger
116240630142743,Dragon
116240630142817,Dragon
116240630142851,Tiger
116240630142925,Tiger
116240630142959,Dragon
116240630143034,Tiger
116240630143109,Tiger
116240630143144,Tiger
116240630143217,Dragon
116240630143253,Dragon
116240630143326,Dragon
116240630143359,Tiger
116240630143433,Dragon
116240630143508,Dragon
116240630143542,Tiger
116240630143615,Dragon
116240630143650,Tiger
116240630143723,Tiger
116240630143757,Tiger
116240630143830,Dragon
116240630143903,Dragon
116240630143937,Dragon
116240630144009,Tiger
116240630144042,Dragon
116240630144117,Tiger
116240630144205,Tie
116240630144245,Tiger
116240630144323,Dragon
116240630144357,Tiger
116240630144432,Tiger
116240630144508,Tiger
116240630144541,Tiger
116240630144614,Dragon
116240630144647,Tiger
116240630144722,Tiger
116240630144757,Tiger
116240630144832,Dragon
116240630144907,Dragon
116240630144941,Dragon
116240630145013,Dragon
116240630145047,Tiger
116240630145122,Tiger
116240630145155,Tiger
116240630145228,Tiger
116240630145303,Dragon
116240630145337,Dragon
116240630145412,Tiger
116240630145448,Tiger
116240630145536,Dragon
116240630145625,Dragon
116240630145706,Dragon
116240630145755,Tiger
116240630145904,Tiger
116240630145943,Dragon
116240630150025,Dragon
116240630150105,Dragon
116240630150148,Dragon
116240630150229,Tiger
116240630150310,Dragon
116240630150349,Tiger
116240630150431,Tie
116240630150519,Tiger
116240630150600,Dragon
116240630150641,Tiger
116240630150729,Dragon
116240630150815,Tiger
116240630150858,Tiger
116240630150937,Dragon
116240630151022,Dragon
116240630151110,Tiger
116240630151155,Dragon
116240630151241,Dragon
116240630151324,Dragon
116240630151416,Dragon
116240630151538,Dragon
116240630151621,Tiger
116240630151709,Tiger
116240630151749,Dragon
116240630151832,Tiger
116240630151911,Dragon
116240630151949,Dragon
116240630152035,Tiger
116240630152120,Tiger
116240630152205,Tiger
116240630152247,Tiger
116240630152339,Tiger
116240630152425,Dragon
116240630152519,Tiger
116240630152615,Dragon
116240630152715,Dragon
116240630152811,Tiger
116240630152906,Tiger
116240630153002,Tie
116240630153100,Tiger
116240630153200,Tiger
116240630153257,Dragon
116240630153352,Dragon
116240630153446,Tiger
116240630153539,Dragon
116240630153712,Dragon
116240630153803,Tiger
116240630153854,Tiger
116240630153943,Tiger
116240630154032,Tiger
116240630154119,Dragon
116240630154206,Tiger
116240630154252,Tiger
116240630154334,Tiger
116240630154420,Tiger
116240630154505,Tie
116240630154552,Dragon
116240630154642,Tiger
116240630154727,Dragon
116240630154817,Tiger
116240630154904,Dragon
116240630154954,Dragon
116240630155044,Dragon
116240630155130,Tiger
116240630155218,Dragon
116240630155303,Tiger
116240630155356,Tiger
116240630155442,Tiger
116240630155527,Tiger
116240630155637,Dragon
116240630155739,Tiger
116240630155935,Dragon
116240630160016,Tiger
116240630160057,Dragon
116240630160142,Dragon
116240630160225,Dragon
116240630160310,Tiger
116240630160350,Dragon
116240630160432,Dragon
116240630160514,Dragon
116240630160556,Tiger
116240630160640,Dragon
116240630160720,Dragon
116240630160804,Dragon
116240630160849,Tiger
116240630160929,Dragon
116240630161012,Dragon
116240630161055,Dragon
116240630161138,Dragon
116240630161224,Tiger
116240630161305,Dragon
116240630161422,Tiger
116240630161502,Dragon
116240630161547,Dragon
116240630161636,Dragon
116240630161719,Dragon
116240630161809,Dragon
116240630161917,Tiger
116240630162005,Tiger
116240630162047,Tiger
116240630162130,Dragon
116240630162214,Tiger
116240630162255,Dragon
116240630162342,Tiger
116240630162420,Dragon
116240630162510,Dragon
116240630162557,Tiger
116240630162642,Dragon
116240630162723,Tiger
116240630162809,Tiger
116240630162847,Dragon
116240630162920,Dragon
116240630162956,Dragon
116240630163032,Dragon
116240630163108,Dragon
116240630163143,Dragon
116240630163221,Tiger
116240630163258,Tiger
116240630163333,Tiger
116240630163408,Dragon
116240630163446,Dragon
116240630163609,Tiger
116240630163648,Dragon
116240630163726,Tiger
116240630163806,Tiger
116240630163843,Tiger
116240630163920,Tiger
116240630163956,Tiger
116240630164032,Dragon
116240630164108,Dragon
116240630164145,Tiger
116240630164225,Dragon
116240630164305,Dragon
116240630164341,Dragon
116240630164417,Tie
116240630164500,Dragon
116240630164536,Dragon
116240630164612,Dragon
116240630164646,Tiger
116240630164721,Dragon
116240630164758,Tiger
116240630164835,Tiger
116240630164909,Tiger
116240630165013,Tiger
116240630165101,Dragon
116240630165138,Dragon
116240630165215,Dragon
116240630165251,Tiger
116240630165328,Dragon
116240630165405,Tiger
116240630165443,Tiger
116240630165522,Tiger
116240630165558,Dragon
116240630165637,Tiger
116240630165725,Tiger
116240630165807,Dragon
116240630165849,Tiger
116240630165931,Dragon
116240630170010,Tiger
116240630170050,Dragon
116240630170132,Tiger
116240630170218,Dragon
116240630170308,Tiger
116240630170354,Dragon
116240630170443,Tiger
116240630170533,Dragon
116240630170622,Dragon
116240630170711,Dragon
116240630170807,Tiger
116240630170906,Dragon
116240630171107,Dragon
116240630171157,Dragon
116240630171245,Tiger
116240630171329,Dragon
116240630171414,Tiger
116240630171502,Tiger
116240630171547,Dragon
116240630171632,Tiger
116240630171729,Tiger
116240630171819,Dragon
116240630171908,Dragon
116240630171959,Dragon
116240630172046,Tiger
116240630172138,Tiger
116240630172226,Dragon
116240630172319,Dragon
116240630172409,Dragon
116240630172457,Tiger
116240630172545,Dragon
116240630172631,Tiger
116240630172728,Tiger
116240630172815,Dragon
116240630172904,Dragon
116240630172957,Tiger
116240630173049,Dragon
116240630173140,Dragon
116240630173234,Dragon
116240630173327,Dragon
116240630173537,Dragon
116240630173720,Dragon
116240630173810,Dragon
116240630173904,Dragon
116240630173952,Dragon
116240630174041,Tiger
116240630174126,Dragon
116240630174214,Tiger
116240630174308,Dragon
116240630174400,Tiger
116240630174454,Tiger
116240630174545,Dragon
116240630174636,Dragon
116240630174729,Tie
116240630174839,Dragon
116240630174933,Dragon
116240630175025,Tiger
116240630175114,Tiger
116240630175205,Dragon
116240630175255,Dragon
116240630175350,Tiger
116240630175439,Tiger
116240630175535,Tiger
116240630175637,Tiger
116240630175838,Dragon
116240630175928,Tiger
116240630180010,Dragon
116240630180052,Tiger
116240630180130,Dragon
116240630180211,Dragon
116240630180255,Tiger
116240630180338,Dragon
116240630180421,Tiger
116240630180504,Dragon
116240630180543,Dragon
116240630180637,Tiger
116240630180727,Dragon
116240630180811,Dragon
116240630180853,Dragon
116240630180937,Dragon
116240630181022,Tiger
116240630181107,Dragon
116240630181149,Dragon
116240630181232,Dragon
116240630181311,Dragon
116240630181352,Dragon
116240630181435,Tiger
116240630181546,Tiger
116240630181628,Tiger
116240630181709,Dragon
116240630181752,Tiger
116240630181839,Tiger
116240630181924,Tiger
116240630182007,Dragon
116240630182047,Tiger
116240630182134,Dragon
116240630182215,Dragon
116240630182255,Tiger
116240630182337,Dragon
116240630182420,Tiger
116240630182502,Dragon
116240630182606,Tiger
116240630182657,Tiger
116240630182759,Dragon
116240630182849,Dragon
116240630182938,Dragon
116240630183038,Tiger
116240630183130,Tiger
116240630183220,Tiger
116240630183311,Tiger
116240630183403,Tiger
116240630183457,Tie
116240630183619,Dragon
116240630183715,Tiger
116240630183805,Dragon
116240630183905,Tiger
116240630183954,Dragon
116240630184043,Dragon
116240630184135,Tiger
116240630184225,Dragon
116240630184319,Tiger
116240630184407,Dragon
116240630184453,Tiger
116240630184545,Dragon
116240630184640,Dragon
116240630184733,Dragon
116240630184826,Tie
116240630184923,Dragon
116240630185014,Tiger
116240630185101,Tiger
116240630185148,Dragon
116240630185250,Dragon
116240630185348,Dragon
116240630185442,Dragon
116240630185520,Tiger
116240630185557,Dragon
116240630185634,Dragon
116240630185710,Tiger
116240630185753,Dragon
116240630185917,Tiger
116240630185954,Tiger
116240630190031,Tiger
116240630190106,Tiger
116240630190142,Tiger
116240630190217,Tiger
116240630190253,Dragon
116240630190330,Tiger
116240630190408,Tiger
116240630190444,Tiger
116240630190520,Dragon
116240630190557,Tiger
116240630190630,Tiger
116240630190708,Dragon
116240630190743,Dragon
116240630190821,Dragon
116240630190855,Dragon
116240630190930,Tiger
116240630191007,Tiger
116240630191042,Dragon
116240630191117,Tiger
116240630191152,Dragon
116240630191227,Dragon
116240630191304,Dragon
116240630191429,Tiger
116240630191506,Dragon
116240630191542,Dragon
116240630191619,Tiger
116240630191655,Dragon
116240630191733,Dragon
116240630191811,Dragon
116240630191848,Dragon
116240630191924,Tiger
116240630192000,Dragon
116240630192035,Tiger
116240630192109,Tiger
116240630192146,Dragon
116240630192224,Dragon
116240630192300,Tiger
116240630192336,Tiger
116240630192413,Tiger
116240630192447,Dragon
116240630192522,Tiger
116240630192651,Dragon
116240630192741,Tie
116240630192902,Dragon
116240630193030,Dragon
116240630193121,Dragon
116240630193214,Dragon
116240630193305,Dragon
116240630193401,Dragon
116240630193521,Dragon
116240630193610,Tiger
116240630193658,Tiger
116240630193750,Tiger
116240630193850,Tiger
116240630193938,Tiger
116240630194027,Tiger
116240630194117,Dragon
116240630194207,Tiger
116240630194255,Tiger
116240630194347,Dragon
116240630194438,Tiger
116240630194528,Dragon
116240630194615,Dragon
116240630194709,Tiger
116240630194755,Tiger
116240630194848,Tiger
116240630194934,Tie
116240630195038,Dragon
116240630195127,Dragon
116240630195222,Dragon
116240630195312,Dragon
116240630195417,Tiger
116240630195555,Dragon
116240630195659,Tiger
116240630195744,Tiger
116240630195830,Tiger
116240630195917,Tiger
116240630200008,Tiger
116240630200048,Dragon
116240630200130,Tiger
116240630200214,Tiger
116240630200303,Tiger
116240630200346,Tiger
116240630200429,Dragon
116240630200513,Dragon
116240630200555,Tiger
116240630200638,Tiger
116240630200722,Dragon
116240630200804,Tiger
116240630200845,Tiger
116240630200929,Tiger
116240630201012,Dragon
116240630201059,Tiger
116240630201144,Dragon
116240630201230,Dragon
116240630201314,Tiger
116240630201403,Dragon
116240630201446,Tiger
116240630201528,Dragon
116240630201617,Tiger
116240630201826,Tiger
116240630201910,Tiger
116240630201956,Tiger
116240630202041,Tiger
116240630202121,Dragon
116240630202202,Dragon
116240630202250,Tiger
116240630202330,Dragon
116240630202412,Tie
116240630202456,Tiger
116240630202538,Tiger
116240630202618,Tiger
116240630202659,Dragon
116240630202741,Dragon
116240630202829,Tiger
116240630202913,Dragon
116240630202954,Dragon
116240630203037,Tiger
116240630203123,Tiger
116240630203204,Tie
116240630203246,Dragon
116240630203324,Tiger
116240630203406,Dragon
116240630203445,Tiger
116240630203650,Dragon
116240630203759,Tiger
116240630203836,Tiger
116240630203916,Tiger
116240630203956,Dragon
116240630204036,Dragon
116240630204116,Dragon
116240630204159,Dragon
116240630204240,Tiger
116240630204321,Tiger
116240630204401,Tiger
116240630204441,Dragon
116240630204522,Tiger
116240630204605,Dragon
116240630204647,Dragon
116240630204727,Dragon
116240630204822,Dragon
116240630204903,Dragon
116240630204945,Dragon
116240630205025,Dragon
116240630205104,Dragon
116240630205147,Dragon
116240630205229,Dragon
116240630205307,Tiger
116240630205403,Tiger
116240630205443,Tiger
116240630205548,Tiger
116240630205652,Tiger
116240630205748,Tiger
116240630205848,Dragon
116240630205951,Dragon
116240630210102,Tiger
116240630210205,Tiger
116240630210311,Tiger
116240630210414,Dragon
116240630210514,Tiger
116240630210616,Tiger
116240630210717,Tiger
116240630210822,Tiger
116240630210927,Dragon
116240630211033,Tiger
116240630211139,Tiger
116240630211247,Dragon
116240630211349,Tiger
116240630211451,Dragon
116240630211556,Dragon
116240630211701,Dragon
116240630211805,Tiger
116240630211906,Dragon
116240630212017,Dragon
116240630212208,Tiger
116240630212315,Tie
116240630212419,Tiger
116240630212525,Dragon
116240630212639,Dragon
116240630212730,Dragon
116240630212824,Tiger
116240630212921,Dragon
116240630213012,Tiger
116240630213101,Dragon
116240630213152,Dragon
116240630213241,Dragon
116240630213335,Dragon
116240630213427,Dragon
116240630213522,Tiger
116240630213616,Dragon
116240630213706,Dragon
116240630213759,Dragon
116240630213849,Dragon
116240630213940,Tiger
116240630214035,Tiger
116240630214125,Tiger
116240630214215,Dragon
116240630214304,Dragon
116240630214353,Tiger
116240630214457,Tiger
116240630214638,Dragon
116240630214727,Tiger
116240630214819,Tiger
116240630214911,Dragon
116240630215006,Dragon
116240630215102,Dragon
116240630215157,Dragon
116240630215259,Tiger
116240630215350,Dragon
116240630215444,Tiger
116240630215533,Dragon
116240630215612,Tiger
116240630215648,Tiger
116240630215723,Tiger
116240630215759,Tiger
116240630215835,Tiger
116240630215910,Tiger
116240630215949,Dragon
116240630220027,Dragon
116240630220101,Tiger
116240630220137,Tiger
116240630220210,Dragon
116240630220244,Dragon
116240630220320,Tiger
116240630220353,Tiger
116240630220427,Tiger
116240630220505,Tiger
116240630220624,Dragon
116240630220701,Dragon
116240630220737,Dragon
116240630220814,Tiger
116240630220850,Tiger
116240630220925,Dragon
116240630221002,Dragon
116240630221038,Tie
116240630221119,Dragon
116240630221155,Tiger
116240630221228,Dragon
116240630221305,Dragon
116240630221341,Tiger
116240630221417,Dragon
116240630221454,Tiger
116240630221529,Dragon
116240630221603,Tiger
116240630221635,Dragon
116240630221712,Tiger
116240630221749,Tiger
116240630221825,Dragon
116240630221900,Tiger
116240630221937,Tiger
116240630222055,Tie
116240630222132,Tiger
116240630222212,Tiger
116240630222251,Dragon
116240630222329,Dragon
116240630222406,Tiger
116240630222445,Tiger
116240630222547,Tiger
116240630222639,Dragon
116240630222737,Dragon
116240630222828,Tiger
116240630222920,Dragon
116240630223016,Dragon
116240630223114,Dragon
116240630223201,Tiger
116240630223249,Tiger
116240630223333,Tiger
116240630223422,Dragon
116240630223509,Tiger
116240630223608,Tiger
116240630223701,Dragon
116240630223755,Tiger
116240630223844,Dragon
116240630223933,Dragon
116240630224028,Tiger
116240630224205,Dragon
116240630224302,Tiger
116240630224353,Tiger
116240630224447,Dragon
116240630224535,Dragon
116240630224624,Tiger
116240630224712,Dragon
116240630224800,Dragon
116240630224852,Tiger
116240630224939,Tiger
116240630225024,Dragon
116240630225112,Dragon
116240630225200,Tiger
116240630225252,Dragon
116240630225352,Dragon
116240630225440,Tie
116240630225736,Dragon
116240630225823,Tiger
116240630225908,Dragon
116240630225952,Tiger
116240630230034,Tiger
116240630230116,Dragon
116240630230201,Dragon
116240630230301,Dragon
116240630230346,Tiger
116240630230426,Tiger
116240630230508,Dragon
116240630230554,Tiger
116240630230635,Dragon
116240630230716,Dragon
116240630230757,Dragon
116240630230839,Tiger
116240630230918,Dragon
116240630231000,Dragon
116240630231043,Dragon
116240630231128,Tiger
116240630231210,Tiger
116240630231259,Dragon
116240630231341,Dragon
116240630231422,Dragon
116240630231503,Tiger
116240630231546,Tiger
116240630231630,Tiger
116240630231715,Tiger
116240630231755,Dragon
116240630231841,Tiger
116240630231924,Dragon
116240630232004,Dragon
116240630232049,Dragon
116240630232142,Dragon
116240630232224,Dragon
116240630232309,Tiger
116240630232352,Tiger
116240630232435,Tiger
116240630232531,Tiger
116240630232624,Dragon
116240630232719,Dragon
116240630232810,Dragon
116240630232901,Tiger
116240630232950,Tiger
116240630233039,Tiger
116240630233136,Tiger
116240630233227,Tiger
116240630233317,Tiger
116240630233411,Tiger
116240630233504,Tiger
116240630233557,Tiger
116240630233651,Dragon
116240630233745,Tiger
116240630233835,Dragon
116240630233924,Tie
116240630234018,Tiger
116240630234108,Dragon
116240630234158,Tiger
116240630234252,Dragon
116240630234340,Dragon
116240630234439,Dragon
116240630234619,Tiger
116240630234707,Dragon
116240630234757,Dragon
116240630234855,Dragon
116240630234946,Dragon
116240630235039,Tiger
116240630235131,Dragon
116240630235222,Tiger
116240630235308,Dragon
116240630235359,Tiger
116240630235450,Tiger
116240630235536,Tiger
116240630235617,Dragon
116240630235704,Dragon
116240630235754,Tiger
116240630235841,Tiger
116240630235928,Tiger
116240701000012,Dragon
116240701000058,Tiger
116240701000144,Dragon
116240701000233,Tiger
116240701000320,Dragon
116240701000407,Dragon
116240701000504,Tiger
116240701000609,Tiger
116240701000655,Dragon
116240701000747,Dragon
116240701000835,Tiger
116240701000921,Dragon
116240701001010,Tiger
116240701001056,Dragon
116240701001144,Tiger
116240701001229,Dragon
116240701001317,Dragon
116240701001403,Tiger
116240701001448,Dragon
116240701001538,Dragon
116240701001625,Tiger
